Time, P (deg/s), Q (deg/s), R (deg/s), P dot (deg/s^2), Q dot (deg/s^2), R dot (deg/s^2), q bar (psf), Reynolds Number, V_{Total} (ft/s), V_{Inertial} (ft/s), UBody, VBody, WBody, Aero V_{X Body} (ft/s), Aero V_{Y Body} (ft/s), Aero V_{Z Body} (ft/s), V_{North} (ft/s), V_{East} (ft/s), V_{Down} (ft/s), F_{Drag} (lbs), F_{Side} (lbs), F_{Lift} (lbs), L/D, F_{Aero x} (lbs), F_{Aero y} (lbs), F_{Aero z} (lbs), F_{Prop x} (lbs), F_{Prop y} (lbs), F_{Prop z} (lbs), F_{Gear x} (lbs), F_{Gear y} (lbs), F_{Gear z} (lbs), F_{Ext x} (lbs), F_{Ext y} (lbs), F_{Ext z} (lbs), F_{Buoyant x} (lbs), F_{Buoyant y} (lbs), F_{Buoyant z} (lbs), F_{Total x} (lbs), F_{Total y} (lbs), F_{Total z} (lbs), L_{Aero} (ft-lbs), M_{Aero} ( ft-lbs), N_{Aero} (ft-lbs), L_{Prop} (ft-lbs), M_{Prop} (ft-lbs), N_{Prop} (ft-lbs), L_{Gear} (ft-lbs), M_{Gear} (ft-lbs), N_{Gear} (ft-lbs), L_{ext} (ft-lbs), M_{ext} (ft-lbs), N_{ext} (ft-lbs), L_{Buoyant} (ft-lbs), M_{Buoyant} (ft-lbs), N_{Buoyant} (ft-lbs), L_{Total} (ft-lbs), M_{Total} (ft-lbs), N_{Total} (ft-lbs), Altitude ASL (ft), Altitude AGL (ft), Phi (deg), Theta (deg), Psi (deg), Alpha (deg), Beta (deg), Latitude (deg), Longitude (deg), ECEF X (ft), ECEF Y (ft), ECEF Z (ft), EPA (deg), Distance AGL (ft), Terrain Radius (ft), IO470D Power Available (engine 0 in HP), IO470D HP (engine 0), IO470D equivalent ratio (engine 0), IO470D MAP (engine 0 in inHg), Clark Y 0.10 t/c ratio variable pitch Torque (engine 0), Clark Y 0.10 t/c ratio variable pitch PFactor Pitch (engine 0), Clark Y 0.10 t/c ratio variable pitch PFactor Yaw (engine 0), Clark Y 0.10 t/c ratio variable pitch Thrust (engine 0 in lbs), Clark Y 0.10 t/c ratio variable pitch Pitch (engine 0), Clark Y 0.10 t/c ratio variable pitch RPM (engine 0), IO470D Power Available (engine 1 in HP), IO470D HP (engine 1), IO470D equivalent ratio (engine 1), IO470D MAP (engine 1 in inHg), Clark Y 0.10 t/c ratio variable pitch Torque (engine 1), Clark Y 0.10 t/c ratio variable pitch PFactor Pitch (engine 1), Clark Y 0.10 t/c ratio variable pitch PFactor Yaw (engine 1), Clark Y 0.10 t/c ratio variable pitch Thrust (engine 1 in lbs), Clark Y 0.10 t/c ratio variable pitch Pitch (engine 1), Clark Y 0.10 t/c ratio variable pitch RPM (engine 1), long-gc-rad, lat-gc-rad, h-agl-ft
4.875000054, -13.1473917244513710, -9.8141156735014494, 1.1896163242328994, -10.2207361596376300, 8.9578432710136582, -1.1034877604815396, 17.89844574, 3382361.084, 149.148616193, 1528.13241853, 140.1969581550977200, -17.5431979258904040, 47.7740394251281870, 140.1969581550977200, -17.5431979258904040, 47.7740394251281870, -15.7370822436321800, -5.9657924517758163, 147.7980774007869500, -778.3492432 , 222.3672791 , -2049.936279, 2.633697273, -37.11948846 , 311.4017063 , -2181.550974, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -37.1194884642470700, 311.4017062701570900, -2181.5509742454778000, -2423.874268 , 334.2595215 , -740.8112793, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -2423.8742675781250000, 334.2595214843750000, -740.8112792968750000, 12753.532995746, 12753.533325132, -17.9354301066520030, -63.5451140955681740, 207.3797552320418400, 18.817249298096, -6.7548961639404, -4.6011618452581e-005, -1.746406692803e-005, 20938403.5329880190000000, -6.3821398481043552, -16.8146735128883230, 0.020430782904568, 12753.533325132, 20925649.999671, -825, -1.5, 0, 19.6222, 0, -0, 0, -0, 11, 0, -825, -1.5, 0, 19.6222, 0, -0, 0, -0, 11, 0, -3.048054661e-007, -8.030542293e-007, 12753.5332
5.288000062, -16.8256726969718220, -4.8015714573358359, 0.2604037877457684, -7.8822840103182843, 10.3290740916275950, -3.2812862394800639, 20.53755009, 3625436.442, 159.605798376, 1527.21222826, 154.5933730624804200, -23.6787948427627270, 31.8467353919666250, 154.5933730624804200, -23.6787948427627270, 31.8467353919666250, -25.7593409488295610, -7.9406068592426671, 156.9517197776294200, -847.8261719 , 322.3154907 , -3944.09082, 4.652004091, 36.89829669 , 443.8838127 , -4022.456288, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 36.8982966902958650, 443.8838127494810800, -4022.4562875695292000, -1837.807617 , 376.9251709 , -1168.356567, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -1837.8076171875000000, 376.9251708984375000, -1168.3565673828125000, 12690.72077971, 12690.721046079, -27.2010098297234680, -66.2020969636704280, 210.7559809887849800, 11.640278816223, -8.5317811965942, -6.870739925705e-005, -2.5294748714569e-005, 20938340.7207626140000000, -9.2437884087055249, -25.1086368958136710, 0.022152149498692, 12690.721046079, 20925649.999734, -825, -1.5, 0, 19.4179, 0, -0, 0, -0, 11, 0, -825, -1.5, 0, 19.4179, 0, -0, 0, -0, 11, 0, -4.414766448e-007, -1.199170327e-006, 12690.7207
5.681000067, -19.6262771953540960, 0.3103004126272226, -1.4750007766159299, -6.5398783643460794, 5.2279149090764738, -5.1904380658387632, 23.28514721, 3862784.375, 169.775270689, 1527.41208264, 166.3605499100166900, -27.5292538616523110, 19.7471555631890470, 166.3605499100166900, -27.5292538616523110, 19.7471555631890470, -35.7948469304451320, -8.8213581254302831, 165.2736058799890800, -730.6462402 , 398.2358093 , -3240.553955, 4.435188709, -261.2224726 , 511.2977712 , -3296.052643, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -261.2224726312691100, 511.2977711909929300, -3296.0526434445442000, -1521.13916 , 171.3008423 , -1383.940552, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -1521.1391601562500000, 171.3008422851562500, -1383.9405517578125000, 12626.934806954, 12626.935279258, -34.9427315883258700, -67.0299061099272110, 211.3110801433156800, 6.7693886756897, -9.3317785263062, -0.00010222130986281, -3.4487987144404e-005, 20938276.9347698390000000, -12.6033544835657950, -37.3559465382114270, 0.023806666891284, 12626.935279258, 20925649.999528, -825, -1.5, 0, 19.259, 0, -0, 0, -0, 11, 0, -825, -1.5, 0, 19.259, 0, -0, 0, -0, 11, 0, -6.019289229e-007, -1.784098408e-006, 12626.93555
6.06200007, -22.0704282868170370, 0.7957756133944905, -3.5031009756676643, -6.4475682039429785, -0.9853788236404160, -5.0971036967627938, 26.1582306, 4096806.408, 179.759261781, 1528.7482761, 177.0969212004133100, -28.4019455539255570, 11.9750651809115600, 177.0969212004133100, -28.4019455539255570, 11.9750651809115600, -43.6403119288691600, -8.6125400902239040, 173.6548885786529000, -654.0577393 , 434.5073853 , -2701.55835, 4.130458502, -387.1036659 , 532.7415001 , -2735.204369, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -387.1036659026630100, 532.7415000597394500, -2735.2043687318746000, -1509.340332 , -84.6885376 , -1315.370117, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -1509.3403320312500000, -84.6885375976562500, -1315.3701171875000000, 12562.024909474, 12562.025256678, -40.6855454855745010, -67.3742747440895190, 208.8793150600705800, 3.868378162384, -9.0908222198486, -0.00014403280724894, -4.3704608929725e-005, 20938212.0248372220000000, -15.9714444629841040, -52.6354551193465310, 0.02540686930301, 12562.025256678, 20925649.999653, -825, -1.5, 0, 19.1376, 0, -0, 0, -0, 11, 0, -825, -1.5, 0, 19.1376, 0, -0, 0, -0, 11, 0, -7.627893176e-007, -2.513846696e-006, 12562.02539
6.462000075, -24.7899896703247010, 2.1855763123299150, -5.3270374989158604, -7.4404156192553188, 3.5490774641368179, -4.0780980574557528, 29.32086224, 4340493.036, 190.099581969, 1531.10841558, 188.2150961314538600, -26.0786365776438950, 5.7300407866898286, 188.2150961314538600, -26.0786365776438950, 5.7300407866898286, -50.1855648467509990, -7.5109727680364955, 182.8477141140670600, -625.2683105 , 420.5532532 , -2164.516602, 3.461740448, -493.0974306 , 502.8734116 , -2181.038945, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -493.0974306265370600, 502.8734116469481100, -2181.0389445921064000, -1774.94043 , 43.11816406 , -919.4452515, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -1774.9404296875000000, 43.1181640625000000, -919.4452514648437500, 12491.812629811, 12491.812914781, -45.8149041570206990, -68.1640984424282980, 204.4635878590115400, 1.743780374527, -7.8849339485168, -0.00019474680236338, -5.2469656280147e-005, 20938141.8125000820000000, -19.1744855213972580, -71.1681761803882580, 0.027053030549787, 12491.812914781, 20925649.999715, -825, -1.5, 0, 19.0475, 0, -0, 0, -0, 11, 0, -825, -1.5, 0, 19.0475, 0, -0, 0, -0, 11, 0, -9.157682517e-007, -3.39897288e-006, 12491.8125
6.842000082, -27.9655579539987120, 3.2349413915688090, -6.5083396089273418, -9.0915589345101875, 2.0579718415332473, -2.0857145437052331, 32.56881883, 4577839.842, 200.124572439, 1534.14715159, 198.9967615670644500, -21.0932855385037500, 2.2818161243583934, 198.9967615670644500, -21.0932855385037500, 2.2818161243583934, -55.1274199295641480, -5.7243842142209642, 191.8622099105923800, -632.3070068 , 356.5962219 , -1925.828003, 3.045716688, -567.4258016 , 422.1291393 , -1932.77559, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -567.4258016099490800, 422.1291392788446000, -1932.7755900988384000, -2197.027344 , -43.48852539 , -258.0473633, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -2197.0273437500000000, -43.4885253906250000, -258.0473632812500000, 12420.075498469, 12420.075273391, -49.9591303445959410, -69.1604388634687840, 198.0905202504257800, 0.65695893764496, -6.0502576828003, -0.00024999961743567, -5.9480449560999e-005, 20938070.0752878710000000, -21.7364319155490580, -91.3594248773519130, 0.028653232988751, 12420.075273391, 20925650.000225, -825, -1.5, 0, 18.9833, 0, -0, 0, -0, 11, 0, -825, -1.5, 0, 18.9833, 0, -0, 0, -0, 11, 0, -1.038129677e-006, -4.363316416e-006, 12420.0752
7.249000089, -32.1107780707906440, 3.8167169073867773, -6.7421619361243792, -10.9750912028408210, 0.9217029062181623, 0.7671138283765251, 36.2131536, 4831032.907, 210.755013614, 1538.46634225, 210.2825670170286100, -14.0877985542112030, 0.6720894796438068, 210.2825670170286100, -14.0877985542112030, 0.6720894796438068, -59.4857142720913710, -2.7933438520616694, 201.6807639257830300, -654.2451172 , 248.9453125 , -1907.015137, 2.914832815, -629.2029621 , 293.1855041 , -1909.152445, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -629.2029621006219000, 293.1855040616346700, -1909.1524452485173000, -2654.716797 , -107.913208 , 621.522522, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -2654.7167968750000000, -107.9132080078125000, 621.5225219726562500, 12339.601541251, 12339.601215687, -54.5035003392007700, -70.4395833079435220, 189.8718734545667200, 0.18312388658524, -3.8327615261078, -0.00031421467446237, -6.4362046979524e-005, 20937989.6012131830000000, -23.5202639770437760, -114.8256221751728500, 0.030362065346644, 12339.601215687, 20925650.000326, -825, -1.5, 0, 18.9408, 0, -0, 0, -0, 11, 0, -825, -1.5, 0, 18.9408, 0, -0, 0, -0, 11, 0, -1.123329624e-006, -5.484080581e-006, 12339.60156
7.644000091, -29.4386461342006740, 3.8927091764184074, -6.5138454368611303, -21.2650795870190840, 0.0924775858134595, 4.1584065104549630, 39.8882961, 5074381.54, 220.903618131, 1544.02441766, 220.7957544522589300, -6.8703342930411413, 0.6646999864781755, 220.7957544522589300, -6.8703342930411413, 0.6646999864781755, -62.8871205111444030, 1.3873158156674612, 211.3039917820802900, -685.0852051 , 123.2354279 , -2092.510742, 3.054380282, -674.579192 , 145.4540542 , -2094.49658, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -674.5791919942654400, 145.4540542081638300, -2094.4965802383590000, -5045.251953 , -122.067627 , 1507.928711, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -5045.2519531250000000, -122.0676269531250000, 1507.9287109375000000, 12258.236426163, 12258.236134876, -58.0408227528491740, -71.8346408645900990, 181.3421463606898100, 0.17248696088791, -1.7822462320328, -0.00038026078508661, -6.5230290994143e-005, 20937908.2359514650000000, -23.8374597054158490, -138.9607650684978900, 0.032008226581748, 12258.236134876, 20925650.000291, -825, -1.5, 0, 18.9172, 0, -0, 0, -0, 11, 0, -825, -1.5, 0, 18.9172, 0, -0, 0, -0, 11, 0, -1.13848334e-006, -6.63680266e-006, 12258.23633
8.031000098, -37.0705116379846520, 5.5722078484434459, -4.4428399021518139, -18.3039799444240180, 59.6361629128468640, 6.0333269624433763, 43.64308722, 5312272.717, 230.759353656, 1550.84049375, 230.7511166567109300, -1.5399788399031038, 1.1957953327661419, 230.7511166567109300, -1.5399788399031038, 1.1957953327661419, -65.3718183678297750, 6.8457508967345824, 220.7514300646358300, -727.1903076 , 23.93007088 , -2195.15332, 3.018677913, -715.9902976 , 29.30484722 , -2198.766836, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -715.9902975599224000, 29.3048472180987110, -2198.7668358421947000, -4329.238281 , 2047.883179 , 2145.762207, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -4329.2382812500000000, 2047.8831787109375000, 2145.7622070312500000, 12174.627427317, 12174.627718084, -63.4310526184672980, -72.9473689094492240, 173.4593289833017000, 0.29691475629807, -0.38236778974533, -0.00044827833957506, -6.0984590941686e-005, 20937824.6267746130000000, -22.2858414716246750, -163.8161354675877100, 0.033625141316231, 12174.627718084, 20925649.999709, -825, -1.5, 0, 18.9089, 0, -0, 0, -0, 11, 0, -825, -1.5, 0, 18.9089, 0, -0, 0, -0, 11, 0, -1.064381896e-006, -7.823932924e-006, 12174.62793
8.465000101, -27.7157337652819290, 30.9900462206574690, -6.7418269295640600, 39.5230111748266920, -15.6814873481863340, -7.0188255376152719, 47.85572017, 5568190.267, 241.262968188, 1564.30809503, 238.7163655976760600, 0.4326840087557862, 34.9589673629678470, 238.7163655976760600, 0.4326840087557862, 34.9589673629678470, -67.0427088579331500, 18.9585515468628860, 230.6189815496822200, -1451.739624 , -23.97973633 , -6435.062012, 4.432655764, -544.8403224 , -26.36325786 , -6574.237608, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -544.8403224470745300, -26.3632578587117620, -6574.2376083558001000, 8338.44043 , -690.5566406 , 1145.541626, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 8338.4404296875000000, -690.5566406250000000, 1145.5416259765625000, 12076.616883386, 12076.616807643, -48.1963998310996970, -68.8425789185962880, 141.4556209628945900, 8.3314933776855, 0.10275502502918, -0.0005271249611645, -4.6749018635152e-005, 20937726.6159903180000000, -17.0835997301872420, -192.6284680938424600, 0.035438425518201, 12076.616807643, 20925650.000076, -825, -1.5, 0, 18.9144, 0, -0, -0, -0, 11, 0, -825, -1.5, 0, 18.9144, 0, -0, -0, -0, 11, 0, -8.159242903e-007, -9.200066064e-006, 12076.61719
8.856000111, -15.8773628730855930, 26.0192620893268620, -7.8708464327597190, 23.2892206978299360, -10.0206275358498150, -0.1205366878346884, 50.72716057, 5738029.562, 248.034899768, 1587.20086325, 240.4181221209825300, 2.1819807653780194, 60.9563533890642690, 240.4181221209825300, 2.1819807653780194, 60.9563533890642690, -64.8561265890264310, 41.4919582165657270, 235.5224485810601900, -2182.201172 , -64.08029938 , -9596.890625, 4.397802892, 211.5945893 , -82.28650939 , -9839.455006, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 211.5945892520790000, -82.2865093902307340, -9839.4550057586584000, 4570.899902 , -446.234375 , 1427.13208, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 4570.8999023437500000, -446.2343750000000000, 1427.1320800781250000, 11985.345561001, 11985.34572896, -35.2121328163068910, -62.4737219084733940, 118.1190065278634100, 14.227146148682, 0.50404161214828, -0.00059811467722433, -1.5114724555396e-005, 20937635.3444194420000000, -5.5233839398333631, -218.5694479824437300, 0.037072052555986, 11985.34572896, 20925649.999832, -825, -1.5, 0, 18.9318, 0, -0, -0, -0, 11, 0, -825, -1.5, 0, 18.9318, 0, -0, -0, -0, 11, 0, -2.638017068e-007, -1.043907033e-005, 11985.3457
9.228000113, -9.5398084189533829, 21.6241230750764470, -7.1148402337971968, 12.4214929878948830, -17.7935175287458020, 3.5012230932505060, 52.86125929, 5862626.209, 252.844237993, 1609.64224558, 240.2610276277162600, 5.0229530246553429, 78.6105414832093170, 240.2610276277162600, 5.0229530246553429, 78.6105414832093170, -59.0395107111389590, 64.2021080631130160, 237.0771194547638700, -2340.636475 , -126.4529724 , -6715.137207, 2.868936411, -160.7074124 , -171.7365754 , -7108.608674, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -160.7074124191285600, -171.7365754328573100, -7108.6086740452965000, 2243.658203 , -689.5429688 , 1678.620605, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 2243.6582031250000000, -689.5429687500000000, 1678.6206054687500000, 11897.170217365, 11897.169807158, -27.7855510534704560, -56.3037144139061850, 104.1501131336298400, 18.117479324341, 1.1383013725281, -0.00066147685549224, 3.9456519136775e-005, 20937547.1688170620000000, 14.4185615510197810, -241.7229133379127000, 0.038630474223077, 11897.169807158, 20925650.00041, -825, -1.5, 0, 18.9584, 0, -0, -0, -0, 11, 0, -825, -1.5, 0, 18.9584, 0, -0, -0, -0, 11, 0, 6.886461645e-007, -1.154494896e-005, 11897.16992
9.646000115, -6.1803760945461965, 12.9558148365971440, -5.1504611663369912, 5.2705976463617263, -10.5561126320708020, 5.2821206594758641, 55.71652069, 6024875.982, 259.170549909, 1621.16261069, 238.3791273728387500, 6.8995360615946204, 101.4749327437740000, 238.3791273728387500, 6.8995360615946204, 101.4749327437740000, -53.9245883477460950, 75.3443518207486990, 241.7605339767895300, -1959.643066 , -170.4541168 , -4059.729004, 2.071667577, -219.3468812 , -222.4567199 , -4500.339423, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -219.3468811928637500, -222.4567198701563200, -4500.3394227149265000, 944.4080811 , -403.3789063 , 1706.637939, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 944.4080810546875000, -403.3789062500000000, 1706.6379394531250000, 11797.432380494, 11797.432105415, -23.5847270171432870, -50.9456501832963720, 94.9912711361056520, 23.058832168579, 1.5254857540131, -0.00072579756405879, 0.00011984831362398, 20937447.4306548050000000, 43.7958566260598730, -265.2263106222532700, 0.040372731168117, 11797.432105415, 20925650.000275, -825, -1.5, 0, 18.9928, 0, -0, -0, -0, 11, 0, -825, -1.5, 0, 18.9928, 0, -0, -0, -0, 11, 0, 2.091747658e-006, -1.266755709e-005, 11797.43164
10.02200012, -4.7078173024734378, 7.8422068573490762, -3.2764359189226218, 3.1361969218653902, -20.4294377573680880, 4.6245883738396270, 58.33882792, 6170660.714, 264.813004999, 1630.07513564, 239.0358319515631300, 6.1148449066886528, 113.7998564659923500, 239.0358319515631300, 6.1148449066886528, 113.7998564659923500, -49.0275577306543440, 83.8685465562019910, 246.0980107754701900, -2047.968018 , -153.703064 , -4296.240723, 2.097806551, -2.924829046 , -201.600106 , -4757.607704, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -2.9248290462444402, -201.6001060346253600, -4757.6077038545873000, 617.0761719 , -749.578125 , 1380.806641, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 617.0761718750000000, -749.5781250000000000, 1380.8066406250000000, 11705.942043275, 11705.941654693, -22.0393882822423670, -47.7154584325080510, 90.2954673504070660, 25.458122253418, 1.3231447935104, -0.00077864702110856, 0.00020159741589272, 20937355.9399802420000000, 73.6688959142097130, -284.5377065057822400, 0.041939508996587, 11705.941654693, 20925650.000389, -825, -1.5, 0, 19.0341, 0, -0, -0, -0, 11, 0, -825, -1.5, 0, 19.0341, 0, -0, -0, -0, 11, 0, 3.518538641e-006, -1.358995411e-005, 11705.94141
10.41900013, -3.5244130085793239, 5.2370431805748350, -1.8097240811702040, 3.0665154336268503, 0.2118330664358792, 2.7122876440678820, 61.0541214, 6318821.927, 270.482046201, 1639.75602666, 243.6500180476505500, 3.2936000845354299, 117.4068065368641400, 243.6500180476505500, 3.2936000845354299, 117.4068065368641400, -43.2052880754403500, 93.2500935368379370, 249.9413427129558200, -2127.379639 , -87.40557098 , -4523.619629, 2.126380993, 48.35911198 , -114.4622751 , -4998.107433, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 48.3591119776276630, -114.4622751180976100, -4998.1074329131170000, 673.0265503 , 3.326171875 , 795.7442627, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 673.0265502929687500, 3.3261718750000000, 795.7442626953125000, 11607.202635948, 11607.202299036, -21.7938167456092910, -45.9635817477834370, 87.7125190538396570, 25.727865219116, 0.69769531488419, -0.00082894457114245, 0.00029797143015777, 20937257.2001615460000000, 108.8859331624326400, -302.9163001556618200, 0.043602382550557, 11607.202299036, 20925650.000337, -825, -1.5, 0, 19.0808, 0, -0, -0, -0, 11, 0, -825, -1.5, 0, 19.0808, 0, -0, -0, -0, 11, 0, 5.200582489e-006, -1.446781196e-005, 11607.20215
10.79700013, -2.3017559886010157, 5.3303020385914275, -1.2158033805263075, 3.3809292766484682, 0.2258369985345105, 0.6836028544337233, 63.55372778, 6452973.286, 275.547227127, 1649.11361311, 248.2203079616141400, 0.0660684646624959, 119.6367365319908800, 248.2203079616141400, 0.0660684646624959, 119.6367365319908800, -37.2562276963502370, 102.4219568940560000, 252.8764271729749000, -2196.577393 , -7.776330471 , -4710.77832, 2.144599292, 66.54824274 , -9.21202012 , -5197.300404, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 66.5482427413255660, -9.2120201204981793, -5197.3004039117941000, 758.9729614 , 6.2890625 , 227.3332825, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 758.9729614257812500, 6.2890625000000000, 227.3332824707031200, 11512.903890759, 11512.90391181, -21.6435385182269750, -44.3242250338223020, 85.9554694911290080, 25.733045578003, 0.013737915083766, -0.00087025505795318, 0.00039836249451024, 20937162.9009695980000000, 145.5705889915796300, -318.0107141503269200, 0.045169160382918, 11512.90391181, 20925649.999979, -825, -1.5, 0, 19.1327, 0, -0, -0, -0, 11, 0, -825, -1.5, 0, 19.1327, 0, -0, -0, -0, 11, 0, 6.952737087e-006, -1.518881596e-005, 11512.9043
11.17100014, -1.0594280087024113, 5.3851175647307583, -1.2599353244530473, 3.1620910959354043, 0.1055997753576373, -0.6713172936844355, 65.95741042, 6580084.739, 280.286800653, 1658.28901459, 252.4368125759824600, -2.4094944270349292, 121.7807070664144400, 252.4368125759824600, -2.4094944270349292, 121.7807070664144400, -31.1630709566936660, 111.5030262663814400, 255.0703444263484100, -2292.392822 , 55.02198029 , -4889.394531, 2.132878137, 60.14566788 , 74.18139155 , -5399.550955, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 60.1456678803665450, 74.1813915499741940, -5399.5509554566406000, 707.2360229 , 2.919921875 , -160.6273804, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 707.2360229492187500, 2.9199218750000000, -160.6273803710937500, 11417.897806253, 11417.898278292, -21.1795606420226510, -42.6217449553711840, 84.3716771760800550, 25.753616333008, -0.49255108833313, -0.00090531027854012, 0.00050779744781976, 20937067.8943703920000000, 185.5597330530920900, -330.8191767279853900, 0.046731760140426, 11417.898278292, 20925649.999528, -825, -1.5, 0, 19.1882, 0, -0, 0, -0, 11, 0, -825, -1.5, 0, 19.1882, 0, -0, 0, -0, 11, 0, 8.862737322e-006, -1.580064498e-005, 11417.89844
11.55800015, -0.0101100515196304, 5.4052312192553993, -1.6518394949003645, 2.1536419653145886, -0.0045357493626837, -1.1310173409943103, 68.32629332, 6703800.828, 284.828076858, 1667.59464602, 256.4215834273233000, -3.4135097910721917, 123.9489930187231700, 256.4215834273233000, -3.4135097910721917, 123.9489930187231700, -24.6975987695621450, 120.8133411070412700, 256.5213391087294800, -2380.167969 , 82.09371185 , -5063.352051, 2.12730871, 61.38841165 , 110.5615696 , -5594.057605, -53.63973329 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 7.7486783621149371, 110.5615695525329600, -5594.0576049217925000, 486.2889404 , -3.5234375 , -285.0639038, -21.86312228 , 3.307715836 , -18.98915044, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 464.4258181524790000, -0.2157216638071011, -304.0530542516255500, 11317.596627217, 11317.596219577, -20.2362317102241250, -40.8426019100101670, 82.6597258432435640, 25.798181533813, -0.68667525053024, -0.0009352807822437, 0.00063242881232545, 20936967.5925622950000000, 231.1015147851792300, -341.7693839007834500, 0.048369565245281, 11317.596219577, 20925650.000408, 14463.9, 27.421, 1.73126, 19.025, -10.9316, -0.100622, 0.00267376, -26.8199, 11, 550.89, 14463.9, 27.421, 1.73126, 19.025, -10.9316, -0.100622, 0.00267376, -26.8199, 11, 550.89, 1.103796497e-005, -1.632372894e-005, 11317.59668
11.94100015, 0.5413736490776595, 7.5758755451921473, -2.0066197713960232, 0.9089191750990073, 48.2874907097635740, -0.6845909553044224, 70.43015135, 6812883.614, 288.729401024, 1676.50314988, 259.7167998711792600, -2.8814887342916413, 126.1092696941698700, 259.7167998711792600, -2.8814887342916413, 126.1092696941698700, -18.1612345424959120, 129.8320379333326000, 257.0971849639415200, -2451.489746 , 69.87995911 , -5046.837402, 2.058681832, -2.105453289 , 94.68578108 , -5610.372783, -84.43686198 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, -86.5423152672784680, 94.6857810794852950, -5610.3727827548682000, 190.4600525 , 1742.410156 , -166.8532715, -34.72151487 , 5.39797884 , -30.08649388, 0 , 0 , 0, 0 , 0 , 0, 0 , 0 , 0, 155.7385376212801600, 1747.8081350896509000, -196.9397653670918900, 11220.49558885, 11220.495378431, -18.9826420447524630, -39.1102123137880470, 80.8880941165169250, 25.899566650391, -0.57181525230408, -0.00095746223439974, 0.00076207518751892, 20936870.4908135460000000, 278.4754742196898900, -349.8732856959364900, 0.049948877294417, 11220.495378431, 20925650.00021, 4167.05, 9.8206, 1.7246, 18.2852, -17.3608, -0.158907, 0.00356053, -42.2184, 11, 681.508, 4167.05, 9.8206, 1.7246, 18.2852, -17.3608, -0.158907, 0.00356053, -42.2184, 11, 681.508, 1.330072106e-005, -1.671086831e-005, 11220.49512
